LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT_DEV,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT_DEV,PAY_AMT1,PAY_AMT2,PAY_AMT3
90000,2,3,1,34,0,0,2,0.014572568,49771,52930,48683,0.383859909,4000,0,1312
50000,2,3,2,60,0,0,2,0.020715133,27943,31060,31293,0.398289099,3577,1042,0
170000,1,1,2,30,0,0,0,0.009068544,117010,119463,123476,0.054585097,4337,6000,5000
240000,2,1,2,32,0,0,0,0.171001017,5695,9420,16278,0.11794568,9420,16290,8998
80000,2,2,2,25,0,0,0,0.346601568,3002,1921,13454,0.389461785,1921,13454,1807
80000,2,1,2,30,0,0,0,0.008168876,69533,71314,73027,0.028867513,3500,3500,3000
360000,2,2,1,37,0,0,0,0,0,0,0,0,0,0,0
140000,1,1,1,31,2,0,0,0.013781625,51028,52112,55232,0.140609643,2500,4600,2200
60000,1,2,2,49,0,0,0,0.137926318,81411,52017,35423,0.529503815,38709,1609,661
110000,1,3,2,27,0,0,0,0.030937248,55567,65753,65379,0.224226121,15753,5379,5467
160000,2,1,2,28,0,0,0,0.014589694,164262,158903,150548,0.056537687,7900,7000,5600
200000,2,3,1,45,0,0,0,0.669991938,80,-460,4091,0.137930956,2230,5029,5463
280000,2,2,1,29,0,0,0,0.206598407,233717,87171,87786,0.244793543,10004,3066,3171
360000,1,2,1,33,1,2,2,0.048802826,296148,304249,383030,0.466980651,14906,97225,0
90000,2,1,2,26,0,0,0,0.363216643,13416,5206,0,0.577350269,7380,0,0
200000,1,2,2,46,0,0,0,0.199344084,18564,77518,82794,0.229657981,60000,20000,20248
50000,1,1,1,50,1,2,3,0.012857325,29394,31722,30928,0.577350269,3100,0,0
400000,2,1,1,32,0,0,0,0.644299274,7217,-507,-3,0.485010931,0,1000,8070
360000,1,1,1,49,1,0,0,0.313384988,-3,630,1019,0.179106949,633,1030,321
150000,1,3,1,50,0,0,0,0.006876732,88900,91812,92411,0.062377778,4161,2971,3151
50000,2,3,2,61,1,2,0,0.00647729,47731,45925,47041,0.31288868,0,2200,3600
150000,1,2,2,35,0,0,0,0.209797119,6008,8765,19674,0.319558788,8008,20155,63992
100000,2,2,2,37,1,2,0,0.249365543,3492,3293,326,0.325222306,10,650,324
310000,2,1,1,30,0,0,0,0.023658776,27289,28020,31140,0.260096758,1489,4415,1084
120000,1,2,2,39,1,0,2,0.288675135,0,780,780,0.577350269,1170,0,0
90000,2,2,1,44,0,0,0,0.012677645,82253,88238,83204,0.205576308,8238,3200,3000
150000,2,1,1,36,0,0,0,0.047954471,14843,14528,11317,0.043313484,14528,11322,14042
50000,1,2,1,42,0,0,0,0.098843439,35255,21317,22252,0.103872289,1690,1620,900
210000,1,1,1,53,0,0,0,0.089672696,6060,5934,9303,0.09719576,5983,9331,11008
300000,2,2,2,42,0,0,0,0.335105784,28077,1063,11510,0.481010866,1500,11516,0
110000,2,2,1,33,2,0,0,0.024834441,87514,75394,82627,0.257819069,4000,10090,2100
150000,2,1,2,25,0,0,0,0.003670091,150562,148689,147296,0.087057012,5196,3171,3699
210000,1,1,1,42,0,0,0,0.31548133,1729,1262,6867,0.28395834,1315,6867,2271
30000,1,1,2,34,2,2,2,0.026316427,21107,24117,24424,0.265527104,3374,1000,900
240000,2,2,1,42,0,0,0,0.333333333,632,0,316,0.333333333,0,316,632
120000,1,2,2,34,0,0,0,0,856,856,856,0,856,856,856
80000,2,1,2,24,0,0,0,0.013151263,31815,30672,33185,0.198357728,4038,3199,914
80000,2,2,2,25,1,2,0,0.007818227,31040,30259,31712,0.292965587,0,2000,2444
360000,1,1,1,32,0,0,0,0.185003579,2612,3218,6989,0.342189854,3234,7021,6
130000,1,1,2,34,2,2,2,0.005361403,72996,75241,73442,0.290593263,4000,0,3500
290000,1,2,1,36,2,0,0,0.145678038,322,326,652,0.33198389,330,652,0
240000,2,3,1,33,0,0,0,0.199763638,129600,133161,30098,0.469938034,7000,1030,7
60000,1,2,2,23,0,0,2,0.16793547,4553,7730,12944,0.577350269,3258,0,0
200000,2,2,1,60,1,0,0,0,0,0,0,0,0,0,0
150000,2,2,1,28,0,0,0,0.005461153,99294,96094,97642,0.11563668,5008,5000,2499
300000,1,3,2,29,0,0,0,0.062071739,103792,108297,75385,0.177140082,8401,4266,3087
30000,2,2,2,24,0,0,2,0.170808789,2590,8346,8069,0.289620169,6000,0,5464
250000,1,2,1,40,0,0,0,0.125126085,142477,85965,71453,0.220479276,7000,3000,2000
20000,1,3,2,40,0,0,0,0.015777925,17180,17715,18841,0.072168784,1500,1500,1000
370000,2,1,2,34,0,0,0,0.025970816,206161,203907,178625,0.09035538,10000,7014,6000
20000,2,1,2,23,1,2,0,0.103748217,6081,3408,4016,0.500688232,0,1000,100
120000,2,2,2,23,0,0,0,0.315064188,7945,3077,700,0.220479276,1000,1200,200
50000,1,2,2,23,0,0,0,0.093055614,19766,14066,11524,0.043373748,1300,1162,1000
190000,2,1,2,27,0,0,0,0.130547309,72656,38054,39410,0.052486388,2000,2000,1500
20000,2,2,2,22,0,0,0,0.055245987,15034,16285,20498,0.381881308,1500,4500,0
240000,2,2,1,42,1,2,0,0.1066376,15100,14557,24893,0.577350269,0,14782,0
150000,1,2,2,32,0,0,0,0.134925688,80437,84560,35726,0.177646237,7000,3000,3000
180000,2,2,1,35,0,0,0,0.041120667,8694,7607,6801,0.111111111,1500,2000,1000
180000,1,2,2,36,0,0,0,0.008389227,136613,133557,129909,0.018624202,6600,6000,6000
70000,1,1,2,31,0,0,0,0.577350269,45450,0,0,0,0,0,0
230000,2,1,2,32,0,0,0,0.543827109,441,28641,713,0.518389995,28200,720,1344
360000,1,1,2,27,0,0,0,0.143966342,5810,4036,2310,0.181180812,4041,2310,1300
120000,2,2,2,33,0,0,0,0.006745134,52266,53351,54425,0.044147114,2522,2559,2000
90000,1,3,1,49,2,2,2,0.006064029,74766,76470,77514,0.032158426,3500,2900,3100
110000,1,2,1,32,0,0,0,0.048077668,110198,107710,83913,0.130508362,3851,3021,1649
100000,2,3,1,53,0,0,0,0.024066123,36838,37785,32905,0.081451943,1607,1385,971
90000,1,1,2,26,1,2,2,0.041128448,58518,52526,45640,0.315703803,3006,99,1500
50000,2,1,1,35,1,2,2,0.010176686,47438,46400,49276,0.577350269,0,3700,0
50000,2,2,2,53,0,0,0,0.030965745,7343,7969,8832,0.457748352,1139,1002,13359
180000,2,1,1,28,1,0,0,0,0,0,0,0,0,0,0
50000,1,2,1,41,0,0,0,0.045937995,36696,46041,47890,0.337118484,10000,3012,1000
20000,2,3,2,26,0,0,0,0.023853438,13804,14578,15893,0.072923262,1300,1563,1000
20000,1,2,2,26,2,2,2,0.031842493,36060,31741,30013,0.577350269,0,2600,0
20000,2,2,1,23,1,2,2,0.036641674,7979,8700,9907,0.305505046,1000,1500,0
20000,1,3,2,49,0,0,0,0.297468973,19363,19609,-391,0.523754507,1200,160,20394
50000,2,3,1,48,0,0,0,0,390,390,390,0,390,390,390
210000,1,2,1,46,0,0,0,0.354045274,0,1828,765,0.354045274,1828,765,0
490000,1,4,1,51,0,0,0,0.375522304,4770,16917,739,0.541818464,17143,742,0
280000,2,1,2,28,1,0,0,0.288850243,0,5072,4872,0.288803929,5072,4900,0
200000,2,3,2,54,0,0,0,0.214922097,880,1948,3635,0.169921599,1948,3635,1362
100000,2,2,2,24,1,0,0,0.577350269,0,670,0,0.577350269,670,0,0
250000,1,1,2,56,0,0,0,0.290360153,777,-3,772,0.577350269,0,775,0
240000,1,2,2,54,0,0,0,0.376779469,7832,64445,11680,0.451071126,64461,11680,0
80000,2,2,1,26,0,0,0,0.008501182,75405,75681,72263,0.092655976,3000,2200,1730
100000,1,3,1,67,2,2,2,0.033668414,16918,20511,19944,0.294795222,4145,0,3260
30000,2,3,1,41,0,0,0,0.357165805,0,18393,7501,0.149203445,18393,7501,11216
180000,2,1,2,42,0,0,0,0.279985089,177061,180778,3647,0.341421362,8000,3653,32
80000,2,1,2,32,0,0,0,0.00797587,60918,62445,63905,0.148624822,2500,2500,5100
110000,2,2,1,46,0,0,0,0.280966616,1495,83590,82293,0.524608154,86367,2846,2755
180000,2,2,1,30,0,0,0,0.07986296,39259,41054,25590,0.251661148,3000,6000,1000
150000,2,2,1,29,2,2,2,0.007213931,99986,103662,103978,0.114333695,6800,3500,4500
50000,2,2,1,52,0,0,0,0.025098399,15377,17121,17832,0.119339568,2000,1300,1000
230000,2,2,2,23,0,0,2,0.117255162,1050,2203,2005,0.577350269,2203,0,0
340000,1,1,1,41,0,0,0,0.288148897,624,2431,595,0.221949895,2431,595,1193
30000,1,2,2,25,1,2,2,0.007271974,26623,27703,26753,0.3483178,1800,0,4100
270000,2,2,1,45,0,0,0,0.102736258,17074,28137,32602,0.230940108,15000,5000,5000
50000,2,1,2,36,0,0,0,0.187129613,11684,45135,34539,0.227113181,45135,34539,7000
130000,2,3,1,43,0,0,0,0.01841071,74020,71527,66370,0.125988158,5000,3000,2500
200000,2,1,2,27,0,0,0,0.059755943,31789,22289,29815,0.293539627,22091,29851,283
360000,1,1,1,46,0,0,0,0.006653581,14591,14828,14250,0.056948776,3005,3024,4004
500000,1,2,2,27,0,0,0,0.012012204,131519,127055,122368,0.100737739,6662,12105,8610
100000,2,1,2,25,0,0,0,0.03307992,11801,12905,14378,0.10941789,1600,2000,1000
270000,2,2,1,50,0,0,0,0.02502579,22821,24949,26526,0.044411559,2500,2000,2000
100000,1,2,1,52,0,0,0,0.215126118,64254,21178,101565,0.52888289,2211,81565,2625
20000,2,2,2,25,0,0,0,0.01142286,17950,17330,18560,0.115470054,2000,2000,1000
50000,2,2,1,45,0,0,0,0.011231644,47823,48468,50955,0.046984778,3144,3878,3000
200000,2,2,2,32,0,0,0,0.153804261,2147,1173,912,0.044069205,1173,912,1140
170000,1,1,1,44,1,2,0,0.036045887,84947,78724,68387,0.086475731,2000,2000,3057
20000,2,1,2,28,2,0,0,0.130915256,18540,19726,8564,0.289937645,2000,8568,19000
70000,1,3,1,50,2,3,2,0.011792978,56781,55327,52927,0.575398927,2,3,2214
260000,2,1,2,38,0,0,0,0.577350269,252,0,0,0,0,0,0
200000,2,1,1,28,0,0,0,0.577350269,1760,0,0,0,0,0,0
190000,2,1,2,25,0,0,0,0.004078425,106223,103922,106082,0.139953287,7500,16027,9000
220000,1,3,1,58,0,0,0,0.289001374,22599,23875,0,0.577350269,1875,0,0
170000,2,3,2,30,0,0,2,0.008047397,38903,37979,37069,0.397525991,5144,0,1508
290000,2,1,2,47,0,0,0,0.01336822,281950,263710,262786,0.068130263,11900,11000,7900
60000,2,1,2,25,0,0,0,0.012294258,31493,32634,30312,0.115470054,2000,2000,1000
100000,2,3,1,50,0,0,0,0.011986147,36925,38324,39680,0.058772183,2000,2000,2680
130000,2,3,1,44,0,2,2,0.333333333,632,316,0,0.577350269,0,0,948
360000,1,1,1,40,0,0,0,0.163744774,1126,3449,3168,0.13264992,3455,3168,1469
30000,2,2,1,38,3,2,0,0.183711367,3379,1715,1170,0.577350269,0,1100,0
20000,1,3,2,28,0,0,0,0.025315047,16122,16787,14459,0,2000,2000,2000
110000,2,1,2,37,2,2,2,0,600,600,600,0,0,0,0
130000,2,2,2,43,0,0,0,0.119501666,87289,81818,41268,0.19245009,5000,2000,2000
50000,2,2,2,23,0,0,0,0.044806223,49026,48983,38417,0.090114244,1748,1408,1000
110000,1,2,1,48,0,0,0,0.001781613,107767,108561,108895,0.117126939,5700,5000,2700
80000,2,1,2,25,0,0,0,0.006606653,78327,79322,76290,0.062892973,3000,2454,2059
150000,2,2,1,34,0,0,0,0.228486849,316,1801,1139,0.107411013,1801,1139,2246
80000,2,2,1,29,1,2,2,0.005845835,56340,57022,55081,0.291666667,2600,0,2200
320000,1,1,2,35,0,0,0,0.02262164,164511,177809,155421,0.195579565,15000,34000,12000
170000,2,1,2,35,0,0,0,0.300906671,897,861,3749,0.249242335,861,3761,1495
60000,2,1,2,26,0,0,0,0.068120771,41525,33907,27517,0.085107978,1815,1760,1100
180000,1,1,2,23,2,2,2,0.010733202,157074,158088,166492,0.17086297,5000,12552,6200
470000,1,2,2,29,0,0,0,0.086152133,59235,47091,34901,0.101794883,3106,5017,3007
70000,2,3,1,47,1,0,0,0.05975933,30950,33087,42935,0.52589995,3107,48323,0
280000,2,2,1,41,0,0,0,0.015982042,40483,42538,44561,0.089561402,2718,2741,1630
210000,2,1,2,26,0,0,0,0.472757759,231,1608,0,0.577350269,1624,0,0
300000,1,1,2,30,0,0,0,0.390416634,185327,29446,21689,0.175594229,1500,5000,3500
140000,2,2,1,42,0,0,0,0.01932513,158495,160681,144194,0.044829973,5530,6600,5100
450000,1,1,1,41,0,0,0,0.348169934,70825,17236,8680,0.412704615,17913,9278,114865
160000,2,2,1,38,0,0,0,0.007326674,105313,109030,109731,0.129890919,5416,4002,8565
50000,2,3,1,45,1,0,0,0,0,0,0,0,0,0,0
50000,1,1,2,42,0,0,0,0.075802494,12751,19660,14659,0.513245115,22660,1300,519
50000,1,2,1,32,0,0,0,0.099754841,50669,48942,27836,0.181545844,1613,1484,3675
150000,2,1,2,25,0,0,2,0.012831784,129911,140013,137279,0.254848606,12200,1000,10400
90000,1,1,1,53,0,0,0,0.012063717,23551,23607,22132,0.171507121,2400,1582,770
270000,2,2,1,42,0,0,0,0.051848705,225245,211517,165608,0.25297268,10000,118000,113300
70000,1,1,2,36,0,0,0,0.008692195,65275,68595,67916,0.104972776,5000,3000,3000
360000,1,2,2,33,0,0,0,0.207340249,9582,2119,10549,0.432816301,2139,10580,110
200000,2,2,1,34,1,0,0,0.414161669,2500,9814,0,0.346400324,9814,0,4379
250000,2,1,1,42,0,0,0,0.266084528,249406,256400,13600,0.192368536,11400,13600,3274
360000,2,2,2,34,0,0,0,0.004830368,205363,207315,211278,0,8000,8000,8000
20000,2,2,1,39,1,2,0,0.006174491,19565,18968,19612,0.322830941,0,1300,717
250000,2,1,2,28,2,2,2,0.143327599,21404,48774,28705,0.475380375,28705,0,4000
60000,2,2,2,25,2,2,4,0,600,600,600,0,0,0,0
200000,1,2,2,36,1,0,0,0,0,0,0,0,0,0,0
30000,2,3,2,38,0,0,0,0.021884657,25546,28820,28538,0.261265612,3700,718,1500
500000,2,1,2,39,1,0,0,0,0,0,0,0,0,0,0
280000,2,3,1,45,0,0,0,0.048529077,50415,59538,67642,0.270423205,10000,10000,36432
200000,2,2,1,42,0,0,0,0.333289274,1261,0,2521,0.371224181,0,2521,6935
360000,2,2,1,35,1,0,0,0,0,0,0,0.577350269,0,0,3602
50000,2,3,2,44,2,2,2,0.009915594,42115,41164,43658,0.319262235,0,3500,2000
60000,1,2,2,30,0,0,0,0.007226083,57041,58268,59568,0.037573922,2148,2303,2669
110000,1,2,1,42,0,0,0,0.042352769,100534,90201,77817,0.178774498,3678,1948,1285
200000,2,3,1,44,0,0,0,0.022924446,34760,37871,39879,0.052486388,4000,3000,4000
70000,2,2,2,39,2,0,0,0.008261334,67607,69623,71030,0.15926904,3700,3700,1300
220000,2,5,1,37,2,2,2,0.01901095,189976,189665,171669,0.374275369,15510,0,5500
20000,2,1,2,24,0,0,0,0.577350269,379,0,0,0,0,0,0
220000,2,1,2,27,0,0,0,0.182945512,4289,4637,1252,0.284845252,1031,3077,7500
180000,1,2,1,40,1,2,0,0.049412971,172584,167622,130083,0.20856608,1000,4052,2293
100000,1,2,1,53,2,0,0,0.012651967,43611,45415,47053,0.052313919,2500,2400,1845
200000,2,1,1,41,0,0,0,0.146970141,6402,5189,2394,0.30074251,5189,2394,15648
200000,1,3,2,34,1,2,2,0.064909124,138839,142121,193777,0.484386551,7001,56100,5
400000,2,1,1,38,0,0,0,0,123,123,123,0.288675135,123,123,0
60000,1,1,1,38,2,2,2,0.004955202,59310,60482,58748,0.295363477,2700,0,2100
60000,1,2,2,22,0,0,0,0.083977351,59575,51991,35435,0.160882778,2051,1653,680
210000,2,2,1,37,0,0,0,0.195077001,1094,1335,3056,0.311029207,1335,3056,213
200000,1,1,1,32,0,0,0,0.014557452,30144,32649,32425,0.230940108,3000,1000,1000
50000,2,1,2,29,0,0,0,0,0,0,0,0,0,0,0
300000,2,1,2,38,0,0,0,0.54805609,2984,-46,154,0.577350269,0,200,0
510000,2,1,1,48,0,0,0,0.13926033,9686,19121,9891,0.152244,19121,9922,8600
160000,2,1,2,32,1,0,0,0,0,0,0,0,0,0,0
50000,2,2,1,36,0,0,0,0.135330707,3477,1909,1726,0.105031007,1909,1726,991
220000,2,1,2,32,0,0,0,0.072448763,21332,27844,33260,0.182744424,28567,34393,9203
20000,1,2,2,22,1,3,2,0.018201454,6792,6540,7278,0.577350269,0,1000,0
410000,1,1,2,31,0,0,0,0.288699284,4182,0,4120,0.577350269,0,4120,0
50000,2,2,1,25,0,0,0,0.037861609,42726,43072,34984,0.249182157,3941,1432,1000
50000,1,3,1,38,0,0,0,0.010285256,10825,11377,10760,0.191929772,1500,1155,368
50000,1,3,1,48,0,0,0,0.03477916,10420,8451,9641,0.160443537,1310,1500,500
70000,2,2,2,29,0,0,2,0.284125624,4059,5791,208,0.338019037,2000,0,4170
120000,1,2,2,25,0,0,0,0.02520375,120633,118741,104754,0.096697756,4622,3384,2589
170000,1,2,1,30,0,0,0,0.085182827,416,416,632,0.19412205,832,632,200
160000,1,1,1,51,0,0,0,0.125882526,1380,1481,2623,0.325368852,1331,2473,0
30000,2,2,2,22,0,0,2,0.013552976,30397,31148,28755,0.288675135,3500,0,3500
10000,2,2,1,40,1,0,0,0.311220106,0,1912,3071,0.116574689,1912,1200,1000
160000,2,2,1,33,0,0,0,0.013306486,189935,183501,175363,0.073574347,8113,6395,10000
20000,1,2,2,33,0,0,0,0.035173971,17439,18498,21335,0.35310293,1340,3177,0
250000,2,1,2,35,0,0,0,0.577350269,0,0,26267,0.56024631,0,26267,532
30000,2,2,2,26,2,2,2,0.016835483,23064,25479,24705,0.413969044,3100,0,791
180000,2,1,2,29,0,0,0,0.082227072,123154,126078,78070,0.096709979,5200,3045,3500
240000,2,2,2,34,0,0,0,0.03969371,3403,2858,3619,0.031101424,3502,4099,3500
30000,2,2,2,25,1,3,2,0.011523898,16368,15825,15274,0.577350269,0,0,2000
50000,2,1,2,28,1,2,0,0.07059066,4323,3851,2808,0.289018816,0,602,569
280000,2,2,2,24,0,0,0,0.486240516,1481,11884,-27,0.343336323,11943,0,5470
20000,1,1,2,37,2,2,2,0.0281714,14688,16827,17251,0.208828821,2700,1000,1000
130000,2,3,1,54,0,0,0,0.013422578,77506,78535,72776,0.034352995,2900,2564,2368
70000,1,1,2,29,1,2,0,0.019884944,71267,67401,63239,0.377093599,5,2910,1000
180000,2,2,1,32,0,2,0,0.337918699,1991,991,7658,0.577350269,0,7667,0
320000,1,1,1,46,0,0,0,0.341948296,3266,12186,1403,0.183759574,12253,3290,11465
30000,2,2,1,33,2,0,0,0.018007828,31947,31564,34804,0.268844822,1872,5550,1238
280000,2,2,2,33,1,0,0,0,0,0,0,0,0,0,0
80000,2,2,2,50,0,0,0,0.174885582,8985,5305,2992,0.071519069,2000,2992,2984
140000,2,2,2,27,0,0,0,0.006638385,136899,139889,142460,0.024200311,5200,6000,5500
180000,1,2,1,27,0,0,0,0.002594467,181219,183311,183936,0.040237015,7000,8021,6315
20000,1,2,2,55,2,2,2,0.260432605,11736,11180,780,0.577350269,780,0,0
420000,2,1,2,29,0,0,0,0.056352917,105582,97913,75353,0.168700481,23004,20002,7096
200000,2,1,2,29,0,0,0,0.48553377,53493,3123,3221,0.262170086,1060,1000,66
140000,2,1,2,25,0,0,0,0.016374662,45068,44158,48437,0.088823118,5000,5000,3000
170000,2,3,2,33,0,0,0,0.004332809,166348,162319,165592,0.035435842,7354,7464,6127
30000,2,2,2,24,0,0,0,0.037763334,18220,20606,22880,0.290648074,3000,2620,0
50000,2,1,2,26,1,0,0,0,0,0,0,0.577350269,0,0,6954
150000,2,1,1,45,0,0,0,0.006776785,123580,126136,128709,0.004847939,3575,3647,3678
30000,1,2,2,30,0,0,0,0.06408999,6933,9640,10094,0.342302987,3000,1000,206
50000,1,3,2,38,0,0,0,0.084987841,50174,32012,34274,0.104972776,3000,3000,5000
300000,2,1,2,39,0,0,0,0.578208995,2019,-1,-1,0.577350269,1,0,0
80000,2,3,0,34,0,0,0,0.174373279,59451,29668,22740,0.290990433,1834,2124,0
50000,2,1,2,27,0,0,0,0.016628859,39607,40399,36712,0.000538358,5014,5000,5000
110000,2,2,1,41,0,0,0,0.013814269,100143,98338,92457,0.02353466,4000,4000,3530
110000,2,1,2,32,1,0,0,0.473264599,0,1670,11693,0.460908258,1670,10200,0
390000,2,1,1,34,0,0,0,0.267658055,3060,60248,53157,0.243012105,60248,7183,66000
200000,1,3,2,46,0,0,0,0,396,396,396,0,396,396,396
30000,1,1,1,38,8,7,6,0.006232249,35031,34552,33756,0,0,0,0
230000,1,1,2,30,0,0,0,0.008823122,101874,97302,97383,0.095884243,8000,5016,5000
210000,2,1,1,44,0,0,0,0.574867458,0,70,24329,0.548215571,70,24259,780
30000,2,2,1,54,0,0,0,0.187137257,3334,3366,890,0.184419182,3366,890,2662
130000,2,3,1,41,0,0,0,0.071229317,101885,72686,70672,0.078428419,3500,2389,2368
130000,1,3,2,37,1,0,0,2.488578747,-896,-896,2604,0.577350269,0,3500,0
480000,2,1,2,27,0,0,0,0.077167392,12759,15410,20116,0.26522314,3001,5000,500
160000,2,1,1,37,0,0,0,0.079280845,9293,5875,9121,0.192573368,5902,9128,2412
10000,1,1,2,27,0,0,0,0.04174306,6599,7736,8492,0.066995121,1400,1000,1009
360000,2,2,2,33,0,0,0,0.391016323,8552,1118,1227,0.056516511,1118,1227,1541
260000,2,2,1,28,0,0,0,0.098431017,251811,256753,143240,0.111829709,9388,5000,10000
330000,2,2,1,45,0,0,0,0.009840146,47644,48906,50531,0.102951816,2000,2500,1309
30000,2,2,1,47,1,2,2,0.338077006,5163,2475,0,0,0,0,0
80000,1,2,1,31,2,0,0,0.288845283,81712,78535,0,0.577350269,3271,0,0
120000,2,2,1,29,0,0,0,0.140962085,7778,3157,5456,0.317483422,3179,5463,0
170000,1,2,2,30,0,0,0,0.290261974,6383,7189,-1,0.444666289,1000,0,193
140000,2,1,2,31,1,0,0,0.577350269,0,241,0,0.577350269,241,0,0
80000,2,2,2,37,0,0,0,0.577350269,3946,0,0,0,0,0,0
200000,1,3,1,44,0,0,0,0.006280408,138877,144085,142520,0.120083466,6437,5000,10000
80000,2,2,2,26,0,2,2,0.288675135,780,780,0,0,0,0,0
230000,1,2,1,36,0,0,0,0.010667116,19505,20715,19750,0,3000,3000,3000
260000,2,1,1,40,0,0,0,0.577350269,2500,0,0,0,0,0,0
50000,2,2,2,28,0,0,0,0.333333333,780,0,390,0.288675135,0,390,390
340000,1,2,1,35,1,0,0,0,-6,-6,-6,0,0,0,0
50000,1,1,2,39,0,0,0,0.029748047,49869,42146,43927,0.187446106,2146,3927,1234
200000,2,3,2,45,1,0,0,0.382268847,666,1928,-15,0.289574677,1937,0,1768
280000,2,2,2,36,0,0,0,0.022432907,91093,92775,81718,0.015650042,3224,2965,2987
170000,1,2,2,35,0,0,0,0.006933244,115634,118823,120475,0.071905104,5935,6040,4000
100000,2,2,1,38,2,2,2,0.005194665,37516,38622,37706,0.303485214,2000,0,1369
360000,2,1,1,48,1,0,0,0.502268287,491,3670,-114,0.577350269,3700,0,0
30000,2,1,2,23,0,0,0,0.047120557,14790,19563,16671,0.06604297,12037,10038,8057
150000,2,2,2,26,1,0,0,0.373703279,2341,340,380,0.05261696,340,380,462
50000,1,2,2,29,0,0,0,0.037565843,15519,19259,18652,0.305505046,4000,0,6000
40000,2,1,2,35,0,0,0,0.066583171,26801,36208,25378,0.144337567,10000,5000,5000
30000,1,3,2,58,0,0,0,0.230940108,390,390,1170,0.381881308,390,1170,0
140000,2,1,1,35,0,0,0,0.016209402,26187,28431,26141,0.08247861,3000,2000,2000
150000,1,2,2,30,0,0,0,0.070952023,8821,5943,6569,0.285487193,5964,6588,24677
150000,2,2,2,37,0,0,0,0.002661114,152349,152359,150257,0.060773713,7000,7000,5000
360000,2,1,2,47,1,2,0,0.009924674,366577,345484,354469,0.293254429,0,14148,11500
170000,1,2,2,43,0,0,0,0.10232088,136485,87236,79244,0.089242152,3602,3903,2265
50000,1,1,2,26,0,0,0,0.008288299,44838,45894,47121,0.02211849,1769,1996,1800
260000,2,1,1,43,0,0,0,0.294252898,3209,0,2552,0.290555121,0,2552,2236
350000,2,3,1,32,0,0,0,0.160026518,70910,30372,90588,0.36120913,30516,91041,3062
210000,2,2,1,41,0,0,0,0.486020839,17605,2032,106,0.537417731,2164,106,0
50000,2,2,1,39,3,2,2,0.320024936,5171,4925,-350,0.577350269,0,350,0
170000,1,2,1,46,0,0,0,0.012691488,94791,89330,88384,0.061781353,4300,3314,3050
50000,2,2,2,24,0,0,0,0.002976172,48600,47819,48527,0.061717807,2200,1889,1510
50000,2,2,1,32,0,0,0,0.025483472,24402,26872,28430,0.34104371,8442,2000,1200
280000,2,2,2,33,0,0,0,0.267437579,281,5631,5525,0.288698428,5631,5549,0
430000,1,2,2,42,0,0,0,0.044997886,59648,52811,45441,0.0913749,2035,1587,1161
340000,2,1,2,30,0,0,0,0.166040748,8571,21012,10607,0.239315049,21041,10607,47258
310000,2,1,2,32,0,0,0,0.387271749,90654,20784,5649,0.279481059,27778,5649,9141
120000,1,1,1,41,0,0,0,0.577350269,416,0,0,0.381881308,0,416,1248
200000,1,2,2,27,0,0,0,0.045062612,1990,2035,1577,0.07023992,2035,1577,2424
500000,2,2,2,41,0,0,0,0.270697616,48650,15183,11626,0.086510113,15183,11727,8986
270000,1,3,1,53,0,0,0,0.033097303,239963,224278,196747,0.106862679,8710,8119,4500
190000,1,1,2,26,0,0,0,0.013719157,184136,186387,172506,0.144936067,9000,6500,3500
340000,2,3,1,37,0,0,0,0.122578496,16275,20037,9085,0.160534532,20047,9126,9481
390000,2,3,2,30,0,0,0,0.073312337,338174,256104,221739,0.05713201,8738,6545,6601
90000,2,1,2,31,0,0,2,0.010658377,63872,66983,63070,0.441021518,5003,0,1000
200000,2,2,1,27,0,0,0,0.009292857,174381,177078,184026,0.074345214,7000,10000,11000
230000,2,1,1,43,0,0,0,0.577350269,0,0,200,0.573435888,0,200,43998
100000,2,3,1,39,0,0,0,0.322582561,1890,24105,52262,0.249837048,24105,52282,9920
30000,2,1,2,24,2,0,0,0.028131136,11483,12810,13591,0.044717053,1519,1300,1166
50000,1,2,1,50,0,0,0,0.045692988,6449,7314,8474,0.194473209,1129,1289,303
200000,2,1,1,44,1,0,0,0,-40,-40,-40,0,0,0,0
50000,2,2,1,39,0,0,0,0.09255622,42822,43872,25400,0.115470054,2000,2000,1000
130000,1,2,2,31,0,0,0,0.063516285,5551,6953,8176,0.072168784,1500,1500,1000
260000,1,2,1,46,0,0,0,0.145063737,29562,22429,11333,0.08247861,1500,1000,1000
80000,2,1,1,28,0,2,0,0.069945697,9598,6278,8721,0.35207387,60,8721,3589
20000,1,2,2,30,1,0,0,0.734759112,-2610,390,0,0.411781644,3000,0,780
160000,2,2,1,27,0,0,0,0.005648633,31666,31865,32691,0,3000,3000,3000
70000,2,3,2,24,0,0,0,0.00639146,65429,67513,67767,0.076449692,3136,2076,2243
70000,1,1,2,26,0,0,0,0.006362372,60701,61865,63063,0.242014245,2735,2726,311
400000,1,1,2,38,0,0,0,0.40799079,3456,49709,8834,0.21855308,50263,8834,50000
30000,1,1,2,26,1,0,0,0.577350269,0,780,0,0.50238163,780,0,8000
240000,2,1,2,35,0,0,0,0.093272149,18336,19648,11138,0.004244799,5118,5015,5000
